"area","type","value","CIlow","CIup","period_start","period_end","coverage","data_updated"
"Argyll and Bute","P(Cases>20)",0.26,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Argyll and Bute","P(Cases>200)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Argyll and Bute","P(Cases>200)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Argyll and Bute","P(Cases>200)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Argyll and Bute","P(Cases>200)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Argyll and Bute","P(Cases>300)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Argyll and Bute","P(Cases>300)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Argyll and Bute","P(Cases>300)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Argyll and Bute","P(Cases>300)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Argyll and Bute","P(Cases>50)",0.07,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Argyll and Bute","P(Cases>50)",0.05,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Argyll and Bute","P(Cases>50)",0.03,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Argyll and Bute","P(Cases>50)",0.03,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Argyll and Bute","P(Cases>500)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Argyll and Bute","P(Cases>500)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Argyll and Bute","P(Cases>500)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Argyll and Bute","P(Cases>500)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Argyll and Bute","P(R>1)",0.01,NA,NA,"2021-02-21","2021-02-27",NA,"2021-03-07"
"Argyll and Bute","R",0.83,0.62,0.92,"2021-03-04","2021-03-04",0.9,"2021-03-07"
"Armagh City, Banbridge and Craigavon","Cases",82.3,49.6,127.7,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"Armagh City, Banbridge and Craigavon","Cases",62,29.6,117,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"Armagh City, Banbridge and Craigavon","Cases",46.3,16.7,105.4,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"Armagh City, Banbridge and Craigavon","Cases",33.3,8.4,92.6,"2021-03-21","2021-03-27",0.9,"2021-03-07"
"Armagh City, Banbridge and Craigavon","Infections",198.2,146.3,271.9,"2021-02-14","2021-02-20",0.9,"2021-03-07"
"Armagh City, Banbridge and Craigavon","Infections",148.2,94.3,231.4,"2021-02-21","2021-02-27",0.9,"2021-03-07"
"Armagh City, Banbridge and Craigavon","Infections",110.2,57.4,207.4,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"Armagh City, Banbridge and Craigavon","Infections",81.2,33.6,185.4,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"Armagh City, Banbridge and Craigavon","Infections",58.8,19.9,172.6,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"Armagh City, Banbridge and Craigavon","P(Cases>100)",0.24,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Armagh City, Banbridge and Craigavon","P(Cases>100)",0.1,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Armagh City, Banbridge and Craigavon","P(Cases>100)",0.06,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Armagh City, Banbridge and Craigavon","P(Cases>100)",0.04,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Armagh City, Banbridge and Craigavon","P(Cases>20)",1,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Armagh City, Banbridge and Craigavon","P(Cases>20)",0.99,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Armagh City, Banbridge and Craigavon","P(Cases>20)",0.91,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Armagh City, Banbridge and Craigavon","P(Cases>20)",0.75,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Armagh City, Banbridge and Craigavon","P(Cases>200)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Armagh City, Banbridge and Craigavon","P(Cases>200)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Armagh City, Banbridge and Craigavon","P(Cases>200)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Armagh City, Banbridge and Craigavon","P(Cases>200)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Armagh City, Banbridge and Craigavon","P(Cases>300)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Armagh City, Banbridge and Craigavon","P(Cases>300)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Armagh City, Banbridge and Craigavon","P(Cases>300)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Armagh City, Banbridge and Craigavon","P(Cases>300)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Armagh City, Banbridge and Craigavon","P(Cases>50)",0.95,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Armagh City, Banbridge and Craigavon","P(Cases>50)",0.67,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Armagh City, Banbridge and Craigavon","P(Cases>50)",0.43,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Armagh City, Banbridge and Craigavon","P(Cases>50)",0.27,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Armagh City, Banbridge and Craigavon","P(Cases>500)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Armagh City, Banbridge and Craigavon","P(Cases>500)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Armagh City, Banbridge and Craigavon","P(Cases>500)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Armagh City, Banbridge and Craigavon","P(Cases>500)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Armagh City, Banbridge and Craigavon","P(R>1)",0.02,NA,NA,"2021-02-21","2021-02-27",NA,"2021-03-07"
"Armagh City, Banbridge and Craigavon","R",0.73,0.55,0.93,"2021-03-04","2021-03-04",0.9,"2021-03-07"
"Ashfield","Cases",113.3,75.5,164.4,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"Ashfield","Cases",82.6,44.8,130.6,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"Ashfield","Cases",59,26,112.3,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"Ashfield","Cases",41.7,14.2,90.4,"2021-03-21","2021-03-27",0.9,"2021-03-07"
"Ashfield","Infections",423.2,307.4,571.8,"2021-02-14","2021-02-20",0.9,"2021-03-07"
"Ashfield","Infections",301.1,204.7,445.5,"2021-02-21","2021-02-27",0.9,"2021-03-07"
"Ashfield","Infections",216.8,128.4,355.8,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"Ashfield","Infections",157,78,289.3,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"Ashfield","Infections",112,47.2,228.3,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"Ashfield","P(Cases>100)",0.71,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Ashfield","P(Cases>100)",0.23,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Ashfield","P(Cases>100)",0.09,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Ashfield","P(Cases>100)",0.03,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Ashfield","P(Cases>20)",1,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Ashfield","P(Cases>20)",1,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Ashfield","P(Cases>20)",0.98,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Ashfield","P(Cases>20)",0.88,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Ashfield","P(Cases>200)",0.01,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Ashfield","P(Cases>200)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Ashfield","P(Cases>200)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Ashfield","P(Cases>200)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Ashfield","P(Cases>300)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Ashfield","P(Cases>300)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Ashfield","P(Cases>300)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Ashfield","P(Cases>300)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Ashfield","P(Cases>50)",1,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Ashfield","P(Cases>50)",0.91,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Ashfield","P(Cases>50)",0.63,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Ashfield","P(Cases>50)",0.35,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Ashfield","P(Cases>500)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Ashfield","P(Cases>500)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Ashfield","P(Cases>500)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Ashfield","P(Cases>500)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Ashfield","P(R>1)",0,NA,NA,"2021-02-21","2021-02-27",NA,"2021-03-07"
"Ashfield","R",0.71,0.58,0.83,"2021-03-04","2021-03-04",0.9,"2021-03-07"
"Babergh","Cases",15.3,3.3,38.3,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"Babergh","Cases",8.8,1.1,30.4,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"Babergh","Cases",4.4,0,23,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"Babergh","Cases",2.2,0,15.3,"2021-03-21","2021-03-27",0.9,"2021-03-07"
"Babergh","Infections",99.5,60.1,157.3,"2021-02-14","2021-02-20",0.9,"2021-03-07"
"Babergh","Infections",63.1,35.1,111.4,"2021-02-21","2021-02-27",0.9,"2021-03-07"
"Babergh","Infections",40.2,19.5,80,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"Babergh","Infections",24.8,10.3,58.7,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"Babergh","Infections",15.7,5.3,42.4,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"Babergh","P(Cases>100)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Babergh","P(Cases>100)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Babergh","P(Cases>100)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Babergh","P(Cases>100)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Babergh","P(Cases>20)",0.33,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Babergh","P(Cases>20)",0.15,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Babergh","P(Cases>20)",0.07,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Babergh","P(Cases>20)",0.02,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Babergh","P(Cases>200)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Babergh","P(Cases>200)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Babergh","P(Cases>200)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Babergh","P(Cases>200)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Babergh","P(Cases>300)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Babergh","P(Cases>300)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Babergh","P(Cases>300)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Babergh","P(Cases>300)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Babergh","P(Cases>50)",0.02,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Babergh","P(Cases>50)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Babergh","P(Cases>50)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Babergh","P(Cases>50)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Babergh","P(Cases>500)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Babergh","P(Cases>500)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Babergh","P(Cases>500)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Babergh","P(Cases>500)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Babergh","P(R>1)",0,NA,NA,"2021-02-21","2021-02-27",NA,"2021-03-07"
"Babergh","R",0.61,0.54,0.72,"2021-03-04","2021-03-04",0.9,"2021-03-07"
"Barking and Dagenham","Cases",48.6,27.8,72.6,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"Barking and Dagenham","Cases",31.6,15.2,55.7,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"Barking and Dagenham","Cases",21.2,9,42.5,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"Barking and Dagenham","Cases",14.2,3.8,32.5,"2021-03-21","2021-03-27",0.9,"2021-03-07"
"Barking and Dagenham","Infections",130.5,99.2,169.1,"2021-02-14","2021-02-20",0.9,"2021-03-07"
"Barking and Dagenham","Infections",87.2,61.2,124.1,"2021-02-21","2021-02-27",0.9,"2021-03-07"
"Barking and Dagenham","Infections",58.3,36.9,93.7,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"Barking and Dagenham","Infections",39.1,21.4,69.9,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"Barking and Dagenham","Infections",26.4,12.6,53,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"Barking and Dagenham","P(Cases>100)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Barking and Dagenham","P(Cases>100)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Barking and Dagenham","P(Cases>100)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Barking and Dagenham","P(Cases>100)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Barking and Dagenham","P(Cases>20)",0.99,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Barking and Dagenham","P(Cases>20)",0.87,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Barking and Dagenham","P(Cases>20)",0.54,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Barking and Dagenham","P(Cases>20)",0.26,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Barking and Dagenham","P(Cases>200)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Barking and Dagenham","P(Cases>200)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Barking and Dagenham","P(Cases>200)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Barking and Dagenham","P(Cases>200)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Barking and Dagenham","P(Cases>300)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Barking and Dagenham","P(Cases>300)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Barking and Dagenham","P(Cases>300)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Barking and Dagenham","P(Cases>300)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Barking and Dagenham","P(Cases>50)",0.45,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Barking and Dagenham","P(Cases>50)",0.09,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Barking and Dagenham","P(Cases>50)",0.02,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Barking and Dagenham","P(Cases>50)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Barking and Dagenham","P(Cases>500)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Barking and Dagenham","P(Cases>500)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Barking and Dagenham","P(Cases>500)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Barking and Dagenham","P(Cases>500)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Barking and Dagenham","P(R>1)",0,NA,NA,"2021-02-21","2021-02-27",NA,"2021-03-07"
"Barking and Dagenham","R",0.65,0.57,0.76,"2021-03-04","2021-03-04",0.9,"2021-03-07"
"Barnet","Cases",41.3,26.8,59.4,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"Barnet","Cases",28.8,15.6,48.7,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"Barnet","Cases",19.9,9.2,40,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"Barnet","Cases",13.8,4.8,34.2,"2021-03-21","2021-03-27",0.9,"2021-03-07"
"Barnet","Infections",106.4,82.7,139,"2021-02-14","2021-02-20",0.9,"2021-03-07"
"Barnet","Infections",74.7,52.3,108,"2021-02-21","2021-02-27",0.9,"2021-03-07"
"Barnet","Infections",52.7,30.7,89.8,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"Barnet","Infections",36.3,18.5,75.9,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"Barnet","Infections",25.2,10.5,63.2,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"Barnet","P(Cases>100)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Barnet","P(Cases>100)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Barnet","P(Cases>100)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Barnet","P(Cases>100)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Barnet","P(Cases>20)",0.99,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Barnet","P(Cases>20)",0.83,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Barnet","P(Cases>20)",0.5,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Barnet","P(Cases>20)",0.26,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Barnet","P(Cases>200)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Barnet","P(Cases>200)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Barnet","P(Cases>200)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Barnet","P(Cases>200)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Barnet","P(Cases>300)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Barnet","P(Cases>300)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Barnet","P(Cases>300)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Barnet","P(Cases>300)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Barnet","P(Cases>50)",0.2,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Barnet","P(Cases>50)",0.04,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Barnet","P(Cases>50)",0.02,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Barnet","P(Cases>50)",0.01,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Barnet","P(Cases>500)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Barnet","P(Cases>500)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Barnet","P(Cases>500)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Barnet","P(Cases>500)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Barnet","P(R>1)",0,NA,NA,"2021-02-21","2021-02-27",NA,"2021-03-07"
"Barnet","R",0.68,0.56,0.86,"2021-03-04","2021-03-04",0.9,"2021-03-07"
"Barnsley","Cases",146.4,104.4,197,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"Barnsley","Cases",135,83.2,203.5,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"Barnsley","Cases",123.6,60,219,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"Barnsley","Cases",110.5,44.8,239.7,"2021-03-21","2021-03-27",0.9,"2021-03-07"
"Barnsley","Infections",478.6,365.8,638.7,"2021-02-14","2021-02-20",0.9,"2021-03-07"
"Barnsley","Infections",440.1,311.6,618.8,"2021-02-21","2021-02-27",0.9,"2021-03-07"
"Barnsley","Infections",399.8,243.8,660.8,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"Barnsley","Infections",359.1,184.5,709.3,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"Barnsley","Infections",325.4,141,749.1,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"Barnsley","P(Cases>100)",0.98,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Barnsley","P(Cases>100)",0.85,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Barnsley","P(Cases>100)",0.69,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Barnsley","P(Cases>100)",0.58,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Barnsley","P(Cases>20)",1,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Barnsley","P(Cases>20)",1,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Barnsley","P(Cases>20)",1,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Barnsley","P(Cases>20)",1,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Barnsley","P(Cases>200)",0.04,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Barnsley","P(Cases>200)",0.06,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Barnsley","P(Cases>200)",0.09,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Barnsley","P(Cases>200)",0.09,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Barnsley","P(Cases>300)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Barnsley","P(Cases>300)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Barnsley","P(Cases>300)",0.01,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Barnsley","P(Cases>300)",0.02,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Barnsley","P(Cases>50)",1,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Barnsley","P(Cases>50)",1,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Barnsley","P(Cases>50)",0.98,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Barnsley","P(Cases>50)",0.94,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Barnsley","P(Cases>500)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Barnsley","P(Cases>500)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Barnsley","P(Cases>500)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Barnsley","P(Cases>500)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Barnsley","P(R>1)",0.18,NA,NA,"2021-02-21","2021-02-27",NA,"2021-03-07"
"Barnsley","R",0.91,0.73,1.11,"2021-03-04","2021-03-04",0.9,"2021-03-07"
"Barrow-in-Furness","Cases",56.6,23.8,112.9,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"Barrow-in-Furness","Cases",40.2,10.4,87.6,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"Barrow-in-Furness","Cases",28.3,6,74.5,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"Barrow-in-Furness","Cases",20.9,1.8,64,"2021-03-21","2021-03-27",0.9,"2021-03-07"
"Barrow-in-Furness","Infections",264.5,160.1,414.2,"2021-02-14","2021-02-20",0.9,"2021-03-07"
"Barrow-in-Furness","Infections",189.3,102,323.6,"2021-02-21","2021-02-27",0.9,"2021-03-07"
"Barrow-in-Furness","Infections",133.3,64.8,252.9,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"Barrow-in-Furness","Infections",95.4,36.9,211.7,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"Barrow-in-Furness","Infections",67.7,21.7,173.1,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"Barrow-in-Furness","P(Cases>100)",0.1,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Barrow-in-Furness","P(Cases>100)",0.03,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Barrow-in-Furness","P(Cases>100)",0.02,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Barrow-in-Furness","P(Cases>100)",0.01,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Barrow-in-Furness","P(Cases>20)",0.97,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Barrow-in-Furness","P(Cases>20)",0.84,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Barrow-in-Furness","P(Cases>20)",0.69,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Barrow-in-Furness","P(Cases>20)",0.51,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Barrow-in-Furness","P(Cases>200)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Barrow-in-Furness","P(Cases>200)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Barrow-in-Furness","P(Cases>200)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Barrow-in-Furness","P(Cases>200)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Barrow-in-Furness","P(Cases>300)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Barrow-in-Furness","P(Cases>300)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Barrow-in-Furness","P(Cases>300)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Barrow-in-Furness","P(Cases>300)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Barrow-in-Furness","P(Cases>50)",0.61,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Barrow-in-Furness","P(Cases>50)",0.34,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Barrow-in-Furness","P(Cases>50)",0.2,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Barrow-in-Furness","P(Cases>50)",0.11,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
